@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey31 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,405.0,27.0,1.0,436.0,245.0,4.0,29.0,289.0,198.0,3.0,228.0,45.0,1.0,0.0,2.0,30.0,0.0,0.0,0.0,0.0,3.0,2.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.536842105
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,493.0,19.0,1.0,398.0,189.0,16.0,20.0,134.0,182.0,6.0,173.0,40.0,0.0,0.0,3.0,38.0,1.0,14.0,0.0,0.0,2.0,2.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.118881119
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,235.0,18.0,3.0,260.0,86.0,5.0,14.0,73.0,54.0,2.0,105.0,30.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.286885246
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,222.0,20.0,1.0,178.0,21.0,5.0,18.0,103.0,61.0,6.0,120.0,33.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3463796477
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,718.0,1.0,7.0,38.0,355.0,8.0,25.0,346.0,79.0,1.0,9.0,49.0,0.0,0.0,1.0,17.0,2.0,4.0,1.0,0.0,1.0,0.0,0.0,0.0,46.0,4.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,122.115158637
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,627.0,1.0,2.0,38.0,237.0,5.0,26.0,189.0,70.0,2.0,29.0,32.0,0.0,0.0,1.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,103.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,126.386806597
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,642.0,1.0,4.0,77.0,389.0,7.0,23.0,398.0,104.0,1.0,35.0,32.0,2.0,3.0,1.0,2.0,1.0,5.0,0.0,0.0,2.0,0.0,0.0,0.0,86.0,3.0,28.0,0.0,0.0,0.0,0.0,0.0,0.0,150.366350068
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,397.0,11.0,4.0,310.0,160.0,13.0,15.0,125.0,158.0,11.0,148.0,29.0,1.0,4.0,4.0,47.0,0.0,0.0,0.0,0.0,0.0,2.0,24.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,91.0405643739
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,351.0,14.0,2.0,320.0,211.0,9.0,35.0,230.0,284.0,5.0,102.0,34.0,1.0,4.0,2.0,78.0,1.0,6.0,0.0,0.0,2.0,2.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.99410609
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,1021.0,1.0,4.0,326.0,17.0,3.0,12.0,725.0,2.0,5.0,796.0,29.0,0.0,0.0,3.0,6.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,189.574468085
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2334376/1/,517.0,3.0,7.0,727.0,416.0,20.0,49.0,329.0,125.0,1.0,36.0,18.0,1.0,46.0,2.0,457.0,1.0,53.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.808306709
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,1081.0,3.0,5.0,563.0,20.0,2.0,9.0,936.0,0.0,5.0,789.0,22.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,214.857142857
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,529.0,3.0,7.0,744.0,405.0,23.0,48.0,368.0,190.0,1.0,43.0,16.0,1.0,32.0,2.0,434.0,1.0,42.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.653979239
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,297.0,0.0,1.0,0.0,0.0,9.0,19.0,162.0,14.0,2.0,208.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,134.074074074
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,213.0,0.0,4.0,189.0,0.0,4.0,32.0,59.0,22.0,0.0,0.0,3.0,0.0,0.0,1.0,260.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.661538462
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,537.0,5.0,6.0,769.0,309.0,34.0,32.0,394.0,204.0,3.0,39.0,19.0,1.0,28.0,2.0,483.0,1.0,74.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.03722262
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,528.0,4.0,7.0,752.0,339.0,25.0,30.0,284.0,181.0,1.0,44.0,11.0,1.0,17.0,2.0,501.0,1.0,73.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.414620217
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,541.0,0.0,1.0,0.0,0.0,4.0,30.0,649.0,64.0,2.0,645.0,25.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,208.571428571
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,673.0,0.0,5.0,136.0,0.0,1.0,17.0,715.0,1.0,3.0,771.0,14.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,193.543091655
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,933.0,0.0,2.0,55.0,0.0,3.0,34.0,896.0,25.0,4.0,953.0,29.0,0.0,0.0,5.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,184.037267081
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,765.0,3.0,12.0,92.0,11.0,2.0,11.0,681.0,0.0,2.0,789.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,169.033018868
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,960.0,0.0,2.0,178.0,0.0,3.0,14.0,878.0,26.0,4.0,896.0,26.0,0.0,0.0,5.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,180.963425513
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,524.0,0.0,3.0,23.0,0.0,8.0,36.0,435.0,148.0,1.0,272.0,2.0,0.0,0.0,1.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,137.289719626
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,833.0,4.0,3.0,12.0,183.0,7.0,18.0,182.0,63.0,1.0,648.0,7.0,1.0,0.0,5.0,550.0,1.0,39.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,1.0,0.0,0.0,0.0,0.0,115.822306238
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,752.0,0.0,1.0,0.0,0.0,7.0,14.0,422.0,190.0,1.0,428.0,8.0,0.0,0.0,1.0,403.0,1.0,51.0,8.0,0.0,0.0,0.0,0.0,1.0,31.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,191.491108071
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,729.0,4.0,4.0,67.0,152.0,1.0,12.0,145.0,0.0,1.0,474.0,7.0,1.0,0.0,3.0,404.0,1.0,27.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,1.0,0.0,0.0,0.0,0.0,124.527162978
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,1117.0,4.0,4.0,9.0,64.0,5.0,10.0,463.0,174.0,1.0,683.0,14.0,1.0,1.0,1.0,650.0,1.0,40.0,2.0,0.0,0.0,0.0,0.0,1.0,41.0,3.0,3.0,0.0,15.0,0.0,0.0,0.0,0.0,197.019475021
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,695.0,6.0,3.0,57.0,227.0,0.0,20.0,128.0,0.0,1.0,566.0,8.0,1.0,0.0,4.0,431.0,1.0,25.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,131.85840708
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,1031.0,4.0,4.0,28.0,44.0,11.0,14.0,491.0,227.0,1.0,619.0,11.0,1.0,11.0,1.0,598.0,1.0,47.0,1.0,0.0,1.0,0.0,0.0,1.0,44.0,3.0,4.0,0.0,5.0,0.0,0.0,0.0,0.0,195.857805255
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,1082.0,2.0,1.0,144.0,1.0,20.0,21.0,566.0,329.0,1.0,546.0,12.0,2.0,0.0,1.0,539.0,3.0,27.0,15.0,2.0,2.0,0.0,0.0,1.0,68.0,2.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,210.395894428
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2333068/1/,616.0,0.0,1.0,4.0,0.0,1.0,22.0,430.0,150.0,1.0,374.0,14.0,0.0,0.0,1.0,362.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,199.144736842
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,628.0,0.0,1.0,3.0,0.0,8.0,12.0,442.0,219.0,1.0,324.0,11.0,0.0,0.0,1.0,325.0,1.0,18.0,4.0,0.0,0.0,0.0,0.0,1.0,27.0,2.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,193.511811024
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2333068/1/,1130.0,0.0,1.0,1.0,0.0,5.0,24.0,592.0,220.0,1.0,614.0,13.0,1.0,1.0,1.0,591.0,2.0,59.0,16.0,0.0,0.0,0.0,0.0,1.0,75.0,4.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,203.444354184
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,903.0,5.0,2.0,15.0,223.0,2.0,15.0,151.0,0.0,1.0,653.0,10.0,1.0,0.0,6.0,546.0,1.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,159.12244898
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,331.0,3.0,17.0,108.0,167.0,29.0,13.0,188.0,428.0,4.0,68.0,53.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,3.0,65.0,1.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,98.5251798561
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,416.0,4.0,20.0,90.0,178.0,27.0,27.0,155.0,439.0,2.0,69.0,66.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,77.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,94.798206278
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,400.0,7.0,12.0,22.0,146.0,35.0,30.0,170.0,282.0,4.0,50.0,102.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,37.0,1.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.7632508834
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2348639/1/,347.0,5.0,9.0,41.0,128.0,47.0,26.0,186.0,373.0,2.0,42.0,63.0,0.0,0.0,0.0,0.0,1.0,18.0,0.0,0.0,0.0,3.0,48.0,1.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,83.4686346863
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3202227/1/,661.0,4.0,1.0,4.0,212.0,3.0,26.0,156.0,1.0,1.0,615.0,14.0,1.0,0.0,4.0,515.0,1.0,25.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,89.4622808745
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3202227/1/,689.0,4.0,4.0,58.0,212.0,1.0,10.0,156.0,0.0,1.0,630.0,11.0,1.0,0.0,3.0,503.0,1.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,146.3125
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2342343/1/,1139.0,2.0,27.0,56.0,422.0,28.0,23.0,308.0,269.0,2.0,94.0,11.0,0.0,0.0,1.0,16.0,1.0,5.0,32.0,2.0,1.0,0.0,0.0,4.0,11.0,1.0,14.0,0.0,4.0,0.0,0.0,0.0,0.0,159.295436349
