@relation en_taro_adun

@attribute race {race:Zerg,race:Protoss,race:Terran}
@attribute status {status:Win,status:Loss}
@attribute user {http://kr.battle.net/sc2/en/profile/2343479/1/,http://us.battle.net/sc2/en/profile/3985949/1/,http://eu.battle.net/sc2/en/profile/3538115/1/,http://eu.battle.net/sc2/en/profile/2101268/1/,http://kr.battle.net/sc2/en/profile/2344207/1/,http://eu.battle.net/sc2/en/profile/4064798/1/,http://kr.battle.net/sc2/en/profile/2343263/1/,http://kr.battle.net/sc2/en/profile/2333068/1/,http://kr.battle.net/sc2/en/profile/2343882/1/,http://us.battle.net/sc2/en/profile/4167590/1/,http://kr.battle.net/sc2/en/profile/2341467/1/,http://kr.battle.net/sc2/en/profile/2343067/1/,http://eu.battle.net/sc2/en/profile/251061/1/,http://eu.battle.net/sc2/en/profile/4234852/1/,http://us.battle.net/sc2/en/profile/4417787/1/,http://eu.battle.net/sc2/en/profile/3973341/1/,http://kr.battle.net/sc2/en/profile/2332264/1/,http://eu.battle.net/sc2/en/profile/884897/1/,http://kr.battle.net/sc2/en/profile/2343607/1/,http://kr.battle.net/sc2/en/profile/2342794/1/,http://kr.battle.net/sc2/en/profile/2343484/1/,http://eu.battle.net/sc2/en/profile/788178/1/,http://kr.battle.net/sc2/en/profile/2343240/1/,http://kr.battle.net/sc2/en/profile/2348639/1/,http://us.battle.net/sc2/en/profile/3301677/1/,http://kr.battle.net/sc2/en/profile/2341700/1/,http://eu.battle.net/sc2/en/profile/2222468/1/,http://eu.battle.net/sc2/en/profile/3010872/1/,http://kr.battle.net/sc2/en/profile/2344230/1/,http://kr.battle.net/sc2/en/profile/2342120/1/,http://kr.battle.net/sc2/en/profile/2344333/1/,http://kr.battle.net/sc2/en/profile/2343012/1/,http://eu.battle.net/sc2/en/profile/1143713/1/,http://us.battle.net/sc2/en/profile/3426440/1/,http://kr.battle.net/sc2/en/profile/2342766/1/,http://kr.battle.net/sc2/en/profile/2342147/1/,http://kr.battle.net/sc2/en/profile/2342419/1/,http://kr.battle.net/sc2/en/profile/2341492/1/,http://us.battle.net/sc2/en/profile/3202227/1/,http://kr.battle.net/sc2/en/profile/2344987/1/,http://eu.battle.net/sc2/en/profile/3074362/1/,http://us.battle.net/sc2/en/profile/4665241/1/,http://kr.battle.net/sc2/en/profile/2342269/1/,http://kr.battle.net/sc2/en/profile/1106851/2/,http://eu.battle.net/sc2/en/profile/377576/1/,http://eu.battle.net/sc2/en/profile/3401218/1/,http://eu.battle.net/sc2/en/profile/2452136/1/,http://eu.battle.net/sc2/en/profile/3368730/1/,http://kr.battle.net/sc2/en/profile/2334376/1/,http://eu.battle.net/sc2/en/profile/250458/1/,http://kr.battle.net/sc2/en/profile/2344476/1/,http://us.battle.net/sc2/en/profile/902213/1/,http://eu.battle.net/sc2/en/profile/2896854/1/,http://eu.battle.net/sc2/en/profile/1058669/1/,http://kr.battle.net/sc2/en/profile/2342343/1/}
@attribute s NUMERIC
@attribute hotkey40 NUMERIC
@attribute hotkey30 NUMERIC
@attribute hotkey32 NUMERIC
@attribute hotkey42 NUMERIC
@attribute hotkey20 NUMERIC
@attribute hotkey10 NUMERIC
@attribute hotkey12 NUMERIC
@attribute hotkey22 NUMERIC
@attribute hotkey50 NUMERIC
@attribute hotkey52 NUMERIC
@attribute Base NUMERIC
@attribute hotkey80 NUMERIC
@attribute hotkey82 NUMERIC
@attribute hotkey60 NUMERIC
@attribute hotkey62 NUMERIC
@attribute hotkey70 NUMERIC
@attribute hotkey72 NUMERIC
@attribute SingleMineral NUMERIC
@attribute hotkey90 NUMERIC
@attribute hotkey92 NUMERIC
@attribute hotkey00 NUMERIC
@attribute hotkey02 NUMERIC
@attribute hotkey21 NUMERIC
@attribute hotkey01 NUMERIC
@attribute hotkey11 NUMERIC
@attribute hotkey31 NUMERIC
@attribute hotkey41 NUMERIC
@attribute hotkey71 NUMERIC
@attribute hotkey51 NUMERIC
@attribute hotkey61 NUMERIC
@attribute hotkey81 NUMERIC
@attribute hotkey91 NUMERIC
@attribute APM NUMERIC

@data
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,307.0,27.0,1.0,399.0,209.0,4.0,18.0,187.0,129.0,2.0,168.0,38.0,0.0,0.0,2.0,26.0,0.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,123.536842105
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,360.0,19.0,1.0,363.0,157.0,11.0,11.0,71.0,112.0,3.0,134.0,38.0,0.0,0.0,3.0,23.0,1.0,14.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,101.118881119
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,235.0,18.0,3.0,260.0,86.0,5.0,14.0,73.0,54.0,2.0,105.0,30.0,0.0,0.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,110.286885246
race:Protoss,status:Loss,http://kr.battle.net/sc2/en/profile/2341467/1/,222.0,20.0,1.0,178.0,21.0,5.0,18.0,103.0,61.0,6.0,120.0,33.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.3463796477
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/3301677/1/,626.0,2.0,2.0,82.0,10.0,5.0,4.0,64.0,331.0,1.0,573.0,2.0,0.0,0.0,1.0,109.0,1.0,9.0,0.0,0.0,0.0,1.0,120.0,30.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,192.537815126
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,534.0,1.0,7.0,38.0,289.0,5.0,23.0,260.0,62.0,1.0,9.0,47.0,0.0,0.0,1.0,17.0,2.0,4.0,1.0,0.0,0.0,0.0,32.0,0.0,3.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,122.115158637
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/4417787/1/,627.0,1.0,2.0,38.0,237.0,5.0,26.0,189.0,70.0,2.0,29.0,32.0,0.0,0.0,1.0,16.0,1.0,3.0,0.0,0.0,0.0,0.0,103.0,0.0,3.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126.386806597
race:Zerg,status:Win,http://us.battle.net/sc2/en/profile/4417787/1/,582.0,1.0,4.0,77.0,374.0,7.0,19.0,380.0,104.0,1.0,35.0,29.0,2.0,3.0,1.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,81.0,0.0,3.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,150.366350068
race:Zerg,status:Loss,http://us.battle.net/sc2/en/profile/3301677/1/,565.0,2.0,3.0,79.0,4.0,10.0,3.0,54.0,305.0,1.0,634.0,12.0,0.0,0.0,1.0,148.0,0.0,0.0,0.0,0.0,0.0,1.0,150.0,15.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,173.306122449
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,284.0,11.0,3.0,295.0,160.0,8.0,9.0,63.0,98.0,6.0,88.0,29.0,1.0,4.0,4.0,29.0,0.0,0.0,0.0,2.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91.0405643739
race:Protoss,status:Win,http://kr.battle.net/sc2/en/profile/2341467/1/,242.0,14.0,1.0,300.0,211.0,8.0,11.0,68.0,164.0,3.0,55.0,34.0,1.0,0.0,2.0,51.0,0.0,0.0,2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.99410609
race:Zerg,status:Win,http://kr.battle.net/sc2/en/profile/2344476/1/,664.0,1.0,4.0,128.0,9.0,2.0,8.0,552.0,1.0,5.0,647.0,24.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,189.574468085
race:Terran,status:Loss,http://kr.battle.net/sc2/en/profile/2334376/1/,350.0,2.0,7.0,545.0,253.0,12.0,18.0,232.0,99.0,1.0,16.0,15.0,1.0,33.0,1.0,438.0,1.0,48.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.808306709
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,658.0,2.0,5.0,161.0,14.0,2.0,4.0,501.0,0.0,3.0,664.0,15.0,0.0,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,214.857142857
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,330.0,3.0,6.0,535.0,231.0,17.0,18.0,243.0,121.0,1.0,16.0,14.0,1.0,20.0,1.0,416.0,1.0,37.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.653979239
race:Zerg,status:Loss,http://kr.battle.net/sc2/en/profile/2344476/1/,297.0,0.0,1.0,0.0,0.0,9.0,19.0,162.0,14.0,2.0,208.0,7.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.074074074
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,213.0,0.0,4.0,189.0,0.0,4.0,32.0,59.0,22.0,0.0,0.0,3.0,0.0,0.0,1.0,260.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,145.661538462
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,376.0,8.0,4.0,216.0,85.0,4.0,25.0,547.0,482.0,2.0,41.0,30.0,2.0,1.0,5.0,49.0,3.0,32.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161.065246338
race:Terran,status:Win,http://us.battle.net/sc2/en/profile/3985949/1/,372.0,4.0,7.0,270.0,93.0,5.0,15.0,561.0,548.0,3.0,92.0,34.0,3.0,6.0,5.0,37.0,2.0,10.0,38.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,162.517482517
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,374.0,3.0,6.0,576.0,142.0,24.0,23.0,263.0,144.0,2.0,15.0,17.0,1.0,13.0,1.0,451.0,1.0,55.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,184.03722262
race:Terran,status:Win,http://kr.battle.net/sc2/en/profile/2334376/1/,373.0,3.0,6.0,567.0,192.0,17.0,11.0,211.0,131.0,1.0,10.0,9.0,1.0,7.0,1.0,467.0,1.0,63.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,174.414620217
